Content: Content Name,Active,Content Introduction Text,Content Conclusion Text,Shareable Direct Link
Smart Scheduler for SMS,1,"Smart Scheduler 
 The Blackthorn Smart Scheduler is a powerful tool that empowers your team to schedule text messages or emails to your audiences exactly when you need. 
 Benefits include: Schedule an email or text to any object based on cusotmizable criteria you set Schedule for a static time and date Schedule for a dynamic time and date (send a contact a message a day before their birthday with well wishes and a coupon)","Additional Resources Upgrade the Blackthorn Base, Payments, and Events Apps Schedule an Email (blackthorn.io) Schedule an SMS (blackthorn.io) Check the Status of Each Sent SMS and Email (blackthorn.io) Schedule Emails with SendGrid (blackthorn.io)",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000pqUP
Connect to your Live Payment Gateway!,1,"Payment Gateways in Blackthorn 
 As you've come this far, really the last thing to do is to connect to a live gateway, set up your live webhooks, and process your first Live Transaction! 
 Choose your Gateway below, and go through the ""Live"" steps!","We've got you covered! Choose your payment gateway below, and we'll check out our learning Hub page that will walk you through our documentation to setup the gateway! 
 Stripe Authorize.net Spreedly (with Spreedly  we support many gateways found here ) CashNet (Event checkout only) TouchNet (Event checkout only)",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000pqpN
Adding Categories to Event Keywords,1,"Adding Categories to Event Keywords 
 Keywords are a critical way you can add filters to your Event Group listings. You can further add categories to your Keywords to group them, a common use case is to use Keywords for different event topics or locations. 
 This is where categories come in, if you have added 10 keywords for your events where 5 are locations of events and 5 are topics this could be confusing to have them grouped together. With categories you can have them broken out so each related keyword is shown together. Watch this video to learn how to set your own customized category values.",Additional Resources: Event Keywords - Events: Objects,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000prez
Installing Blackthorn Compliance - Sandbox,1,"How do I Install Blackthorn Compliance? The time has finally come! It's time to install the Blackthorn Compliance application into your Salesforce Sandbox Org!! 
 You'll need a  Salesforce Administrator profile  to complete the below items. 
 Click on this link Click the Blue ""Install Blackthorn Compliance"" button. Press the ""Log In to Install"" button Select Sandbox Log into your Sandbox Org Select ""Install for Admins Only"" Wait roughly 15 minutes You should receive an email from Salesforce stating the application has been installed successfully!  &#129395; 
 Chatter your onboarding manager with your Sandbox OrgID when you receive the successful installation email.",,
Install any applicable Compliance Extensions - Sandbox,1,"What is a Compliance Extension? If you need to block PII from Email to Case, Chatter, or Salesforce Chat (Live Agent), you will need to install one or all of our extension packages to apply Blackthorn Compliance to any of these related Salesforce features. 
 To install our Email to Case extension,  click here . 
 To install our Chatter extension,  click here . 
 To install our Salesforce Chat (Live Agent) extension,  click here . 
 These extensions are free to use, so feel free to download them as you need them! 
 If you?re not using these features, that?s fine- we just wanted to let you know they were here in case you need them later!",,
Installing Blackthorn Compliance - Production,1,"How do I Install Blackthorn Compliance? The time has finally come! It's time to install the Blackthorn Compliance application into your Salesforce Sandbox Org!! 
 You'll need a  Salesforce Administrator profile  to complete the below items. 
 Click on this link Click the Blue ""Install Blackthorn Compliance"" button. Press the ""Log In to Install"" button Select Production Log into your Production Org Select ""Install for Admins Only"" Wait roughly 15 minutes You should receive an email from Salesforce stating the application has been installed successfully!  &#129395; 
 Chatter your onboarding manager with your Production OrgID when you receive the successful installation email.",,
Install any applicable Compliance Extensions - Production,1,"What is a Compliance Extension? If you need to block PII from Email to Case, Chatter, or Salesforce Chat (Live Agent), you will need to install one or all of our extension packages to apply Blackthorn Compliance to any of these related Salesforce features. 
 To install our Email to Case extension,  click here . 
 To install our Chatter extension,  click here . 
 To install our Salesforce Chat (Live Agent) extension,  click here . 
 These extensions are free to use, so feel free to download them as you need them! 
 If you?re not using these features, that?s fine- we just wanted to let you know they were here in case you need them later!",,
Install & Test Secure Attachment,1,"What is Secure Attachment? Sometimes, PII enters your Salesforce instance via an attachment like a PDF or an image. When you add SecureAttachment to your Blackthorn Compliance package, you will gain the ability to identify attachments that contain PII! 
 SecureAttachment IS a Paid add-on , but it is well worth adding to your Org! Talk to your AE to add this to your Blackthorn Compliance contract today! 
 IF YOU HAVE PURCHASED SECURE ATTACHMENT: Reach out to Blackthorn Support , and they'll send you a link to download the App Update Here's the documentation that will lead you through the installation and setup in a little more detail. The main difference is that Blackthorn Support can help you get the link to install it. Once you've installed SecureAttachment You'll Update the Lightning App to include the NEW Audit tab. Blackthorn Support will get you some credentials for the SecureAttachment API . Images API Key Images API EndPoint Files API Key Files API EndPoint Turn on the APIs in your Org. Upgrade the SecureAttachment API Re-enter your API Keys & EndPoints This may seem like a lot, but our Documentation walks you through step by step. 
 1. Install and Configure SecureAttachment 2. Be alerted when Compliance identifies an attachment that contains PII",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000000qVfd
Compliance - Object Settings,1,"What is Object Settings? Let's start your compliance training by tackling the first screen you see when you open your app: your Object Settings! From this screen, you can manage and add Salesforce objects. Doing this will tell Compliance where to search for PII; this is important because if you don't tell Blackthorn Compliance to search for PII in the Salesforce Objects where it's located, it will be missed in Audits.","If you are more of a reader,  click here to review documentation  on extending Compliance to other objects.",https://community.blackthorn.io/s/continued-learning?content=aA5VX000000qiD3
Managing Detection Patterns,1,"What are Detection Patterns? Now that you understand your Object Settings, it's time to flip the tab over to view your Detection Patterns! Detection Patterns are the patterns that Compliance looks to block from your Salesforce instance. 
 Please view the video below to understand how to add and manage your Detection Patterns.","Take a  read of our documentation  as well. In our Documentation, we cover, in-depth: How to Configure Detection Patterns How to Create NEGATIVE detection Patterns Supported Detection Patterns 
 PRO TIP Another option, if you're struggling to create a regex pattern, is to use ChatGPT. We've seen customers tell GPT what kind of Regex pattern they're trying to create, test it, tweak it and get it working! 
 The one thing you'll want to make sure of is that you're always asking GPT for positive regex patterns, since Blackthorn has the ""Negative Pattern"" option in the Custom Metadata Types. You don't want to have a double nagative.",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000qiL7
Running an Audit,1,"What is an Audit in Blackthorn Compliance? You have officially learned everything you need to know to block all  new  PII coming into your Salesforce instance. But what about your historical data? That is where our Audit feature comes into play! You can run a Audit that will review your existing Salesforce Objects and screen them for any PII. What do you do with it from there? The Blackthorn Compliance Audit feature let's you choose if you want to just Report it, Mask it, or Delete it. 
 Check out the video below for a quick run-through of the feature and learn how to do an Audit and remove all historical PII! !",You can also read our documentation by  clicking here if you prefer .,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000qiUn
Practice and testing out Blackthorn Compliance,1,"How can I test Blackthorn Compliance? 
 Great job on finishing your training videos! We hope you found them helpful and Informative. 
 Now it's time to put into practice everything you have learned! Please follow the steps below to test your knowledge of Blackthorn Compliance. If you run into any questions or issues, please feel free to message your onboarding manager! 
 Test your knowledge 
 Open the Blackthorn Compliance app. Add a new object to the Object Settings page. Set it to 'Update', and turn on PII detection. Make sure you identify which fields you want Compliance to look at. Turn off the American Express detection pattern and make sure that the Visa pattern is turned on. Go to the object you just added to your Object Settings and navigate to the field you wanted Compliance to look at. Enter this text into the field:  Hi! I wanted to send you my personal card numbers. My American Express card is 363669373158040, and my Visa card is 4394532317570800. Thanks! If everything works correctly, you should see the American Express number, but the Visa number will be masked. Go to the Analytics tab and the Logs tab to see what is updated and the new log record that was created. 
 Awesome work! You are a Compliance pro!","The Final test: Now that you have had some hands-on training, you can start testing with your actual use case. Please take some time to add your own objects, fields, and detection patterns to make sure the app meets your requirements. 
 As always, contact your onboarding manager if you have any questions!",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000qiWQ
"Look ""Under the Hood"" with Analytics",1,"How can I see what Blackthorn Compliance is blocking? 
 The point of purchasing a Compliance application is to never need to worry about PII being in your Salesforce instance. Blackthorn Compliance is great for setting and forgetting while staying PCI compliant, but how do you know it's actually doing its job? Check out the Analytics Tab to look under the Compliance hood! 
 Check out the video below for a walkthrough of what is available to you on the analytics tab.",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000000qijJ
Compliance Logs,1,"What are Compliance Logs? Anytime Blackthorn Compliance does anything, a Log is created. Click over to the Logs tab to see all the records of blocked data. You will not only be able to review where the PII came in from, but you can also make decisions on what to do with the data if you haven't already masked it. 
 Check out the video below to see how Logs work!",,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000qkEr
Bulk Messaging (List View),1,"Blackthorn Messaging allows you to send bulk SMS messages directly from Salesforce list views, whether you're working with Contacts, Accounts, Leads, or custom objects. This guide outlines the steps to configure and use this powerful feature for efficient communication. 
 Steps to Configure Bulk Messaging","Bulk messaging with Blackthorn Messaging enhances your ability to communicate effectively with large groups directly from Salesforce. Follow these steps to configure and utilize this feature efficiently. 
 Pro Tips Compliance: Ensure recipients have opted in for SMS communications. Testing: Preview and verify messages before sending. 
 FAQs Q: How many messages can I send at once? A: You can send up to 200 messages per batch. 
 Q: What if a contact doesn?t have a phone number? A: The tool will skip records without phone numbers. 
 Q: Can I set up Bulk Messaging for Custom Objects? A: Yes! A great example is Attendees. Since Attendees is not a standard Salesforce Object, it will need to be set up, and can be done by using our documentation below. Additional Resources Bulk Messaging Documentation",https://community.blackthorn.io/s/continued-learning?content=aA5VX000000qpb7
Help and Stop Message Setup,1,"Ensuring compliance with SMS regulations is essential for maintaining trust and avoiding legal issues. Blackthorn Messaging makes it easy to set up automated responses for help and stop messages. This guide will walk you through the configuration process to ensure your messaging adheres to best practices. 
 Steps to Configure Help and Stop Messages Access Phone Number Record: Navigate to the Blackthorn Messaging admin tab. Click ""Manage Phone Numbers"" and select the phone number you want to configure. Set Up Help and Stop Messages: In the phone number record, locate the ""Compliance Messages"" section. Enter your customized response in the ""Help Message"" field. This will be sent when a recipient texts ?HELP? or ?INFO? to your number. Enter your customized response in the ""Stop Message"" field. This will be sent when a recipient texts ?STOP,? ?END,? ?QUIT,? ?CANCEL,? or ?UNSUBSCRIBE.? Save the Configuration: Once your messages are set, click ""Save."" The configured messages are now tied to the specific phone number. Automated Compliance Handling: When a recipient texts ?STOP,? Blackthorn Messaging will automatically update the ?Do Not SMS? field on the related contact, account, or lead, ensuring they are excluded from future bulk messaging.","Configuring help and stop messages in Blackthorn Messaging is crucial for staying compliant with SMS regulations. Following these steps will ensure your recipients can easily manage their communication preferences. 
 Pro Tips Customization: Update placeholders in the default messages to match your company?s details. Multiple Numbers: Each phone number can have unique help and stop messages. 
 FAQs Q: What happens when someone sends STOP? A: The contact is automatically marked as ?Do Not SMS,? preventing future messages. 
 Q: Can I use different messages for different numbers? A: Yes, each phone number can have its own help and stop messages. 
 Additional Resources Blackthorn Help and Stop Message Compliance Documentation",https://community.blackthorn.io/s/continued-learning?content=aA5VX000000qqIf
Campaign Response Rules,1,"Campaign response rules in Blackthorn Messaging allow you to automate conversations within your campaigns, capture lead information, and manage interactions efficiently. This guide will walk you through the steps to set up and configure these rules. 
 Steps to Configure Campaign Response Rules Adjust Campaign Page Layout: Navigate to the Campaign object in Salesforce. Edit the page layout by adding the ?Send SMS Response Rules? button. Add fields like Phone Number, Phone Number Display, SMS Keyword, and Enforce Single Conversation to the layout. Create SMS Templates: Go to the SMS Templates section and create templates for the leads or contacts you?ll be working with. For each template, specify the text message content and use merge fields to personalize the messages. Set Up SMS Response Rules: Go to your campaign and click on ?SMS Response Rules.? Create rules that determine the sequence of messages sent based on user responses. Specify what information to capture (e.g., name, email) from each response. Save the rules to finalize the setup. Configure Additional Settings: Assign a phone number for the campaign and set the SMS Keyword. Decide whether to enforce single conversations, which limits recipients to receiving automated responses only once. Enable Auto-Create Leads: In the Admin tab, enable the ?Auto Create Leads? checkbox to automatically create a lead if a new phone number interacts with your campaign.","Campaign response rules in Blackthorn Messaging are a powerful tool for automating interactions and capturing lead data. By following these steps, you can streamline your campaigns and enhance your CRM processes. 
 Pro Tips Customization: Tailor SMS templates and response rules to fit your specific campaign needs. Automation: Use automation rules to route captured information into your CRM effectively. 
 FAQs Q: What happens if a lead provides incorrect information? A: If ?Enforce Single Conversation? is unchecked, leads can re-enter the conversation by texting the keyword again, allowing them to correct any mistakes. 
 Q: Can I automate lead creation? A: Yes, enabling the ?Auto Create Leads? option will automatically generate a lead for new phone numbers. 
 Additional Resources Blackthorn Campaign Response Rules Documentation",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000qqiT
Multi-Currency Events,1,"Multi-Currency Checkout Use Case ? This use case came from a customer out of Europe/Asia. They have some events open to a wide variety of Attendees who use different currencies. 
 Currently, Blackthorh is limited to having one Payment gateway per event and, therefore, one Currency per event. So we came up with this workaround. 
 To accomplish this workaround, you'll create a flow, one main event (we'll call this the Parent Event) exactly how you want it to look, and then clone it as many times as you want different currencies. 
 On Each event, you'll update the Payment Gateway to one that uses the currency you want to use, the pricing of the Tickets/Sessions, and you'll make sure you're listing the Parent Event in the ""Parent Event"" field (you may need to add this to your Page Layout). 
 Check out the video below, where I walk through the use case!",Video Chapters 0:00 Custom Use Case Introduction 0:45 Setup for the Use Case - Parent Event - Child Events with Different Gateways (Different Currencies) 2:05 Showing the Events in Event Groups - Using Keywords to show Checkout Currency 2:56 Showing the Flow 7:57 Showing the Checkout Process,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000sHOr
Payment Schedules,1,"What Is Payment Schedules? Payment Schedules allow users to break down the total payment into smaller installments. It helps organizations manage and collect payments in a more structured way. This feature is ideal for recurring billing scenarios and offers flexibility for both businesses and customers 
 Use Cases I am a fin ? ance administrator who needs to set up recurring payment plans for large transactions without overwhelming customers. I am a business owner who wants to offer flexible payment options for customers purchasing high-value items.","Sub-Features Custom Installment Plans Create personalized installment schedules tailored to customer needs. Automated Reminders Set up automated email or SMS reminders for upcoming payments. FAQ?s Question: Can I customize the payment intervals? Answer: Yes, you can set custom intervals for your payment schedules based on your business requirements. 
 Question: Will I be notified if a customer misses a payment? Answer: Yes, automated notifications can be enabled to alert you when a payment is missed. 
 Question: Can I set up reattept logic if a payment fails or is missed? Answer: Yes! We've got documentation that goes over the Out of the Box reattempt logic which you can update or modify as needed. Additional Resources Blackthorn Payment Schedules Documentation Payment Reattempt Logic",https://community.blackthorn.io/s/continued-learning?content=aA5VX000000sWEE
PayLink,1,"What is Paylink? Description:  PayLink is our beautiful, mobile-responsive payment request. For every transaction that's created, a unique link (PayLink) is created. This link can be manually or automatically emailed (or texted!) to your customers for payment.  &#128163; 
 Main Use Case:  Send customers an email or SMS message (Using Blackthorn Messaging) from Salesforce containing a PayLink URL so they can make an immediate payment. 
 
 Quick Tip:  You can create multiple PayLink configurations to change the look and feel of payment requests!  &#129327; 
 Quick Video:  Check out the quick 2-minute video below to see it in action!  &#127909;",Additional Resources Blackthorn Documentation,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000sZFJ
Virtual Terminal Feature Overview,1,"What is the Virtual Terminal? Description:  The Virtual Terminal feature allows you or your customers to capture payment directly from within Salesforce (Experience Cloud, too!) 
 Main Use Case : Capturing payment over the phone with the customer. **Customers have used the Virtual Terminal component for self-service payments in a community. 
 Quick Tip:  You can pre-fill data and lock down values in the Virtual Terminal. 
 ? For instructions on pre-filling your fields, you can find  our documentation here .? 
 For instructions on setting your default values, you can find  the documentation here . 
 Quick Video:  Check out the overview video below to learn about the Virtual Terminal.",Additional Resources Blackthorn Documentation,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000sZLl
Automatic Update of Default Payment Method,1,"What Is Automatic Credit Card Updater? The Automatic Credit Card Updater ensures that credit card information is updated in Salesforce without any manual intervention. This feature automatically syncs updated credit card data from payment gateways like Authorize.net and Stripe, minimizing failed payments due to expired or outdated card details. Use Cases I am a finance administrator who needs to ensure my customer?s credit card details are always current to avoid failed recurring payments. I am a subscription manager who relies on updated card information to maintain seamless subscription billing for our customers.","Sub-Features Authorize.net Integration Automatically sync updated credit card data from Authorize.net into Salesforce. Requires Webhooks to automatically update Stripe Integration Keep credit card details up-to-date by syncing with Stripe to avoid payment interruptions. Requires Webhooks to automatically update FAQ?s Question: Can I manually update credit card information if needed? Answer: Yes, you can still manually update credit card details in Salesforce if required, even with automatic updates enabled. Question: How often does the system check for updated card details? Answer: The system checks for updates based on the payment gateway?s schedule, ensuring timely updates in Salesforce. Typically, when the new Payment method is created, it will update as soon as it is saved. 
 Additional Resources Blackthorn Default Payment Method Documentation",https://community.blackthorn.io/s/continued-learning?content=aA5VX000000sdxG
Transaction Reattempt Logic,1,"What Is Transaction Reattempt Logic? Transaction Reattempt Logic automatically handles failed payment attempts by retrying transactions based on predefined rules. This feature improves payment success rates by strategically reattempting failed transactions at optimal times, reducing manual intervention for handling failed payments. Use Cases I am a finance manager who needs to maximize successful payments without manually reprocessing failed transactions. I am a subscription service provider who wants to reduce the risk of subscription cancellations due to failed payment attempts by automating the retry process.","Sub-Features Customizable Retry Intervals Set your own retry intervals based on the best times to reattempt transactions. Payment Gateway Compatibility Works with major payment gateways like Stripe and Authorize.net to reattempt failed payments seamlessly. FAQ?s Question: Can I customize the number of reattempts for failed transactions? Answer: Yes, you can configure the number of reattempts based on your business needs. 
 Question: What happens if all reattempts fail? Answer: After all configured reattempts fail, the system flags the transaction for manual review and further action. You can update what happens here based on your company's needs! 
 
 Additional Resources Transaction Reattempt Logic Documentation Payments Use Cases - Transaction Reattempts",https://community.blackthorn.io/s/continued-learning?content=aA5VX000000seGb
Bi-Directional Salesforce and Payment Processor Sync,1,"What Is Bidirectional Sync of Payment Gateway Data? The Bidirectional Sync ensures that payment data between Salesforce and payment gateways like Stripe and Authorize.net stays consistent. Using webhooks, updates in either system are automatically synced, ensuring data parity and reducing discrepancies. Use Cases I am a system admin who needs to ensure that payment records in Salesforce and the gateway match without manual reconciliation. I am a finance executive who relies on accurate data synchronization to streamline financial reporting and avoid data mismatches.","Sub-Features Automatic Syncing via Webhooks Data updates in either Salesforce or the gateway are synced in real-time using webhooks, preventing inconsistencies. Real-Time Updates Webhooks ensure that updates happen immediately, keeping both platforms aligned at all times. FAQ?s Question: Can I disable the automatic syncing feature if needed? Answer: Yes, syncing settings can be customized based on your organization's specific requirements. 
 Question: How frequently does the sync occur between Salesforce and the gateway? Answer: The sync happens in real-time through webhooks, ensuring up-to-date records on both platforms. Additional Resources Stripe Metadata Documentation Authorize.net Integration Setup Guide Webhooks Setup Documentation",https://community.blackthorn.io/s/continued-learning?content=aA5VX000000segP
Relationship Settings for Payments,1,"What Is Relationship Settings for Payments? Relationship Settings for Payments allow users to manage how payment records are matched and prevent them from being duplicated within Salesforce. By configuring these settings, you can ensure that your data remains clean and consistent, preventing errors related to duplicate contacts/accounts or mismatched records. Use Cases I am a system admin who needs to automate the matching of incoming payments to existing records to prevent duplication. I am a finance manager who wants to ensure that payment records are always linked correctly to the right customer accounts to maintain accuracy. Sub-Features Matching Rules Define rules to automatically match payment records to existing customers based on criteria such as email, transaction ID, or account name. Duplication Prevention Automatically detect and prevent duplicate payment records from being created. FAQ?s Question: Can I customize the matching criteria for payments? Answer: Yes, you can set custom criteria to match payments to the correct records based on your business needs. Our Relationship Settings base their actions on your Salesforce Matching and Duplication rules. 
 Question: How do I handle duplicate payment records? Answer: The system will flag potential duplicates and allow you to review and resolve them, preventing errors in your financial data. Additional Resources Matching & Duplication Documentation",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000000sejd
Reconciliation Against Bank Deposit payouts,1,"What Is Reconciliation Against Bank Deposit Payouts? 
 This feature, available exclusively for Stripe Payment Gateway users, simplifies accounting by providing a report that connects all orders and transactions to specific bank deposit payouts. By using this feature within Salesforce, you can automate the reconciliation process and save your accounting team time and effort. Use Cases I am an accounting manager who needs to streamline reconciliation efforts by tracking which transactions align with specific bank deposits. I am a finance administrator who relies on accurate reports to verify that payouts correspond to the correct transactions in Salesforce. Sub-Features Automated Reports Generate reports that connect transactions to specific bank deposits, reducing manual reconciliation efforts. Real-Time Data Sync with Stripe to ensure all transaction and payout data in Salesforce is current. FAQ?s Question: How can I track payouts for specific transactions in Salesforce? Answer: The reconciliation feature, available only for Stripe Payment Gateway users, automatically ties transactions to their corresponding bank deposits, giving you a clear view of payouts. 
 Question: Can I customize the reconciliation reports? Answer: Yes, reports can be tailored to meet your specific accounting and auditing needs. Additional Resources Transactions Documentation",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000000sgVJ
Blackthorn Invoice (DocumentLink),1,"What is DocumentLink? Our DocumentLink feature allows you to send invoices to your customers for payment over the web. DocumentLink is a feature available in our Payments Premium Plan. 
 Main Use Case:  Send customers a DocumentLink URL to view an itemized invoice and pay. 
 Quick Video:  Check out the overview video below to see it in action!  &#128249; 
 Quick Tip:  You can use the ""Amount to Pay"" field to capture multiple payments against one invoice.  &#128184;",Additional Resources Blackthorn Documentation,https://community.blackthorn.io/s/continued-learning?content=aA5VX000000sgdN
Mobile Payments,1,"What is Mobile Payments? 
 Blackthorn Mobile Payments is a Paid add-on feature. 
 Blackthorn Mobile Payments makes it easy to accept credit card, check, ACH, cash, and money order payments with your mobile phone. The charge process is super fast and easy - enter an amount, choose a Payment Method, and charge. Once the transaction is complete, you can email a receipt to the customer by entering their email. 
 Two main use cases: If you have team members that need to capture payment in the field. Using Stripe, you'll be able to use a card reader and receive a  lesser transaction fee  for card present transactions. 
 Quick Video:  Check out our overview of our  Mobile Payments app here! 
 Learning Objectives: Install and initially set up Mobile Payments Provide users license and permission to set access Understand how to navigate the mobile payment app 
 Quick Tip:  You can require that a transaction is created in Salesforce before launching the app. Say goodbye to orphan transactions!  &#128075;",Additional Resources Blackthorn Documentation,https://community.blackthorn.io/s/continued-learning?content=aA5VX000000sgez
Mobile Payments Overview,1,"What is Mobile Payments? 
 Blackthorn Mobile Payments makes it easy to accept credit card, check, ACH, cash, and money order payments with your mobile phone. The charge process is super fast and easy - enter an amount, choose a Payment Method, and charge. Once the transaction is complete, you can email a receipt to the customer by entering their email. 
 Two main use cases: If you have team members that need to capture payment in the field. Using Stripe, you'll be able to use a card reader and receive a  lesser transaction fee  for card present transactions. 
 Quick Video:  Check out our overview of our  Mobile Payments app here! 
 Learning Objectives: Install and initially set up Mobile Payments Provide users license and permission to set access Understand how to navigate the mobile payment app 
 Quick Tip:  You can require that a transaction is created in Salesforce before launching the app. Say goodbye to orphan transactions!  &#128075;","If you're not planning to use this feature, that's fine! We just wanted you to know that it was available in case you change your mind in the future",https://community.blackthorn.io/s/continued-learning?content=aA5VX000000sgiD
Mobile Payments - FSL Extension Package,1,"What is FSL? 
 Description:  With our Field Service Lightning (FSL) paid extension package, we automate the creation of Transactions related to Work Orders and work Order Line Items. Product Consumed objects automatically create and update the amount of money to collect from a job. You can then use this within the Field Service Mobile app in conjunction with our Mobile Payments app if desired. 
 Main Use Case : If you are using FSL and need to capture payments in the field with our Mobile app, this application is a must-have!  &#127881; 
 Quick Example:  Check out an example of  what you can expect here !",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000000sglR
Payment Gateway Options,1,"Payment Gateways in Blackthorn 
 Blackthorn offers the ability to connect to multiple Payment Gateways, so you can use the one you're already set up with, or check out the other available options!","We've got you covered! Choose your payment gateway below, and we'll check out our learning Hub page, which will walk you through our documentation to set up the gateway and some of the available features! 
 Stripe Authorize.net Spreedly (with Spreedly  we support many gateways found here ) CashNet (Event checkout only) TouchNet (Event checkout only)",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000sgof
"My event works, but when I get to checkout, the checkout keeps failing!",1,"Checkout Failure for Paid Events 
 Every once in a while, a customer who has only hosted free events so far experiences an issue with their first paid event, where the event works, but the checkout keeps failing. 
 This can also happen if the Authorized User changes (License, Permission Sets, or the Authorized User itself changes). 
 The solution we've found is that, in many cases, the Authorized User does not have the ""Blackthorn Payments Admin"" permission set assigned. This causes the checkout to fail because that user needs access to the Payment Gateway and other related objects.",,
Using Salesforce Reporting to Help Manage Compliance Logs,1,"How can we make Reporting on PII Audits Easier? 
 If we use the Standard Audits, alongside our suggested Audit Scheduling via Apex and the Salesforce Reporting tool, we can make something truly simple and straightforward!","Video Chapters Use Case Overview Compliance setup with objects and configurations already in place [0:03] Goal: Automate recurring audits and streamline the reporting process [0:10] Setting up Scheduled Audits via Apex Utilize scheduled Apex jobs to automate recurring compliance audits [0:15] Documentation provided for setup process [0:25] Flexibility to set custom schedules (e.g., weekly audits) [0:35] Example: Set up audit to run every Sunday night at midnight [1:55] Creating and Subscribing to Reports Created custom report ""Logs This Week"" to display recent compliance logs [1:27] Report includes key information: record link, affected object, detailed description [1:35] Customizable fields and filters to tailor report to specific needs [1:42] Leverage Salesforce report subscription feature [1:50] Example: Schedule report delivery for Monday 9 AM, following Sunday midnight audit [1:55] Set conditions (e.g., record count > 0) to receive notifications only when issues are found [2:05]",https://community.blackthorn.io/s/continued-learning?content=aA5VX000000syyT
One Young World,1,"One Young World Use Case Watch how One Young World is using Blackthorn Events for its Summit Conference. 
 ?Features used: Ticket Types, Visibility Control, Custom Questions, Post Event Survey, AttendeeLink and more!",,
PYM,1,"PYM Customer Use Case Watch how PYM is using Blackthorn Events for their Events. 
 ?Features used:  Simple UI, Event Listing, Custom Event Settings, Data Dictionary, Translations, Paid Events with Stripe, Email Template Builder, Custom Questions, Send Email Configuration, Smart Scheduler, Post Event Survey",,
Time-Based Waitlisting,1,"Time-Based Waitlisting 
 In this video I'll walk you through a proof of concept of how you can implement a few custom fields along with 2 flows that enable your team to have time-based waitlisting. This means if you have events that have a waitlist, when a registered attendee cancels you can decide how long the waitlisted attendee has to register before passing the opportunity to the next person automatically. 
 *Our out of the box waitlisting feature has no time limit so the attendee would need to register or decline for the waitlist to progress. 
 
 The Formula used in my flow is ""NOW() + (-0.04167 * {!Hoursuntildeclined} )"" and the "" {!Hoursuntildeclined}"" variable is referencing the custom field we create on the event, in my case "" {!$Record.conference360__Event__r.Waitlist_Time_to_Auto_Decline__c}""","Additional Resources If you prefer a step by step to our video here is a Tango you can view to walk you through this process. Note, the tango uses a fixed time for the auto decline feature while the video shows you how to have it so your team can set the time per event.",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000ti6r
Update Caching Settings - Sandbox,0,"What is Updated Caching? 
 As a part of our recent ""Caching and Capacity"" Update, we've ensured that your Events and Event groups will be up to date as soon as you update the Salesforce Record page! This means less lag time between your updates to the Event and that update being pushed to the Event Page! 
 As a part of this update, you will need to update two settings in your Org, and you'll be set! 
 ?Disable Notify Platform? custom setting (Go to Blackthorn | Event Settings > ?Disable Notify Platform"" checkbox > make sure the checkbox is unchecked) Click the  Schedule Batch Event Registration Submission Job  button to turn on batching. 
 Check out the video below for a quick walkthrough of the two settings that need to be updated.",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000000tz2r
Update Caching Settings - Production,0,"What is Updated Caching? 
 As a part of our recent ""Caching and Capacity"" Update, we've ensured that your Events and Event groups will be up to date as soon as you update the Salesforce Record page! This means less lag time between your updates to the Event and that update being pushed to the Event Page! 
 As a part of this update, you will need to update two settings in your Org, and you'll be set! 
 ?Disable Notify Platform? custom setting (Go to Blackthorn | Event Settings > ?Disable Notify Platform"" checkbox > make sure the checkbox is unchecked) Click the  Schedule Batch Event Registration Submission Job  button to turn on batching. 
 Check out the video below for a quick walkthrough of the two settings that need to be updated.",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000000tzCX
